run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_candidate_compaction_calls,root_candidate_edges_before,root_candidate_edges_after,root_candidate_compaction_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_below_minimum,search_node_potential_updates_skipped_gap_above_maximum,search_node_potential_updates_skipped_gap_change_below_minimum,potential_update_gap_change_shallow_bypasses,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
GAPMST-P32-LKH-gc0.0005-34c5d9cc99e4,GAPMST-P32-LKH-gc0.0005,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.07663166336715221,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,53,21,27,17,1,1080,1037,48,14,75,0.000341228,1,1128,89,2.2594e-05,0.008233775,0,0,0,0,0,0,0.0,0.0,64,0.008902901,0,1,38,18,0,0,0,0,0,0,0,0,0,0,0,0,20,0,68,0.000723677,0.0,0,0,0,7.638700000000007e-05
GAPMST-P32-LKH-gc0.0005-34c5d9cc99e4,GAPMST-P32-LKH-gc0.0005,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.01798607036471367,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,3,2,1,2,1,377,370,29,24,10,0.000122959,1,406,34,1.2545e-05,0.001476908,0,0,0,0,0,0,0.0,0.0,64,0.002285476,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,8.699e-06
GAPMST-P32-LKH-gc0.0005-34c5d9cc99e4,GAPMST-P32-LKH-gc0.0005,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.040199773386120796,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,7,3,4,3,1,377,358,29,17,26,0.000126222,1,406,43,1.3366e-05,0.001342118,0,0,0,0,0,0,0.0,0.0,64,0.002329233,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0.000120283,0.0,0,0,0,1.5795e-05
GAPMST-P32-LKH-gc0.0005-34c5d9cc99e4,GAPMST-P32-LKH-gc0.0005,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.05230682156980038,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.008646709,0,0,0,0,0,0,0.0,0.0,1,0.000215304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-gc0.0005-34c5d9cc99e4,GAPMST-P32-LKH-gc0.0005,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,timeout,1800.0,,117430.63,118282.0,118282.0,117430.63,0.007197798481594794,21149478,10060000,,,1,7874,6991,127,6,1004,0.000814089,1,8001,1010,6.0667e-05,0.104608429,0,,,,,,,,,0.028186337,,,,,,,,,,,,,,,,,,,,1615.429402,10.56877627,,,,128.9379528
GAPMST-P32-LKH-gc0.0005-34c5d9cc99e4,GAPMST-P32-LKH-gc0.0005,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.11547235772013664,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,13,5,8,1,1,1595,1539,58,23,87,0.000316158,1,1653,110,3.2253e-05,0.013799059,0,0,0,0,0,0,0.0,0.0,64,0.009288383,0,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0.000200886,0.0,0,0,0,7.065199999999997e-05
GAPMST-P32-LKH-gc0.0005-34c5d9cc99e4,GAPMST-P32-LKH-gc0.0005,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.3290437404066324,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.055610925,0,0,0,0,0,0,0.0,0.0,64,0.056017229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-gc0.0005-34c5d9cc99e4,GAPMST-P32-LKH-gc0.0005,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.03489542566239834,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000162445,0,0,0,0,0,0,0.0,0.0,1,1.8389e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-gc0.0005-34c5d9cc99e4,GAPMST-P32-LKH-gc0.0005,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,65.57969053834677,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,797129,346607,508512,3680,1,8255,7816,130,14,555,0.001016653,1,8385,569,7.5297e-05,0.340027978,12,0,0,0,0,0,0.0,0.0,64,0.029860148,0,1,666951,321564,0,0,0,0,0,0,0,0,0,0,0,0,345387,0,1091087,58.748211204998704,0.11062282499999995,0,0,0,4.910777086000181
GAPMST-P32-LKH-gc0.0005-34c5d9cc99e4,GAPMST-P32-LKH-gc0.0005,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,53.567590426653624,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,468915,219625,290066,920,1,11025,10518,150,4,653,0.001215384,1,11175,657,8.0427e-05,0.357978118,12,0,0,0,0,0,0.0,0.0,64,0.040883509,0,1,410799,192113,0,0,0,0,0,0,0,0,0,0,0,0,218686,0,675999,48.56032523599989,0.10642763799999996,0,0,0,3.481944623999963
