run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_candidate_compaction_calls,root_candidate_edges_before,root_candidate_edges_after,root_candidate_compaction_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,lkh_provider_calls,lkh_provider_failures,lkh_provider_seconds,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_change_below_minimum,potential_update_gap_change_shallow_bypasses,branch_lift_first_reorders,branch_zero_gain_splits,branch_ascent_strong_probes,branch_ascent_strong_seconds,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.08612617291510105,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,10,4,7,1,1,1080,1037,48,14,75,0.000238091,0,0,0,0.0,0.008290637,0,0,0,0,0,0,0.0,0.0,64,0.008163099,0,1,1,0,0.019721029,9,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,156,0.0009356890000000001,0.000133266,0,0,0,5.9231e-05
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.055050257593393326,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,3,1,2,1,1,377,370,29,24,10,0.000118816,0,0,0,0.0,0.001424201,0,0,0,0,0,0,0.0,0.0,64,0.002284362,0,1,1,0,0.014652429,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3,1.9473e-05,0.0,0,0,0,7.722e-06
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.04190970957279205,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,6,2,4,3,1,377,358,29,17,26,0.000144359,0,0,0,0.0,0.001336536,0,0,0,0,0,0,0.0,0.0,64,0.00238217,0,1,1,0,0.013392925,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,49,0.000186855,3.6937e-05,0,0,0,1.7033999999999996e-05
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.039299409836530685,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.008678588,0,0,0,0,0,0,0.0,0.0,1,0.000214145,0,1,1,0,0.014993198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,460.24742241948843,118282.0,117430.62999807068,118282.0,118282.0,118282.0,0.0,716226,232121,486283,1204,1,7874,6991,127,6,1004,0.000810689,0,0,0,0.0,0.347486325,12,0,0,0,0,0,0.0,0.0,64,0.027982859,0,1,1,0,0.085832663,657259,657259,0,0,0,0,0,0,0,0,0,0,0,0,,,,,10896627,425.62970685800855,27.055221434999673,0,0,0,3.63661434499999
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.06536702066659927,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,9,3,6,2,1,1595,1539,58,23,87,0.000221806,0,0,0,0.0,0.013445912,0,0,0,0,0,0,0.0,0.0,64,0.00893962,0,1,1,0,0.020624891,6,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,76,0.00035687600000000006,8.114400000000001e-05,0,0,0,4.872e-05
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.32604646496474743,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.055048528,0,0,0,0,0,0,0.0,0.0,64,0.055397264,0,1,1,0,0.159776531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.012031037360429764,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000158935,0,0,0,0,0,0,0.0,0.0,1,1.9223e-05,0,1,1,0,0.003758058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,10.805122502148151,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,18038,5557,12539,7,1,8255,7816,130,14,555,0.000953695,0,0,0,0.0,0.09417258,0,0,0,0,0,0,0.0,0.0,64,0.029770759,0,1,1,0,0.084180987,16836,16836,0,0,0,0,0,0,0,0,0,0,0,0,,,,,270441,9.892330692999948,0.5183336240000013,0,0,0,0.10024384199999972
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,11.573176573961973,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,13209,4073,9174,11,1,11025,10518,150,4,653,0.00121767,0,0,0,0.0,0.140567291,0,0,0,0,0,0,0.0,0.0,64,0.040728119,0,1,1,0,0.176698193,12630,12630,0,0,0,0,0,0,0,0,0,0,0,0,,,,,201737,10.564872704999988,0.49178034499999923,0,0,0,0.08074395399999963
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,14572.88,15780.0,15780.0,14572.88,0.0764968314321927,714528,210000,,,1,19305,1075,198,0,18428,0.00170999,,,,0.0,0.439170197,0,,,,,,,,,0.06875056,,,1,0,0.856492,,,,,,,,,,,,,,,,,,,,1567.858523,190.1279535,,,,9.622994471
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/dantzig42.tsp,ok,0.09820694476366043,699.0,696.959999997658,699.0,699.0,699.0,0.0,9,2,7,3,1,819,796,42,27,35,0.000262848,0,0,0,0.0,0.004600852,0,0,0,0,0,0,0.0,0.0,64,0.005833509,0,1,1,0,0.02452307,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,54,0.000266292,4.423e-05,0,0,0,5.3902999999999995e-05
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/national/dj38.tsp,ok,0.09353218041360378,6656.0,6655.999999981781,6656.0,6656.0,6656.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.002399125,0,0,0,0,0,0,0.0,0.0,1,0.000114532,0,1,1,0,0.009504611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/eil101.tsp,ok,0.17948701977729797,629.0,627.3329762117957,629.0,629.0,629.0,0.0,78,25,53,1,1,4949,4875,101,47,123,0.000523674,0,0,0,0.0,0.065764859,0,0,0,0,0,0,0.0,0.0,64,0.016928309,0,1,1,0,0.046140056,67,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1341,0.013846862999999997,0.0005850340000000001,0,0,0,0.00019793900000000006
GAPMST-P32-LKH-same-86f81b28e491,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/eil51.tsp,ok,0.11551111191511154,426.0,422.4399999987474,426.0,426.0,426.0,0.0,155,57,99,19,1,1224,1159,51,7,109,0.000282265,0,0,0,0.0,0.00687737,0,0,0,0,0,0,0.0,0.0,64,0.005539207,0,1,1,0,0.02721482,142,142,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2428,0.020258255000000003,0.0011105329999999997,0,0,0,0.000171363
