run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_candidate_compaction_calls,root_candidate_edges_before,root_candidate_edges_after,root_candidate_compaction_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,lkh_provider_calls,lkh_provider_failures,lkh_provider_seconds,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_change_below_minimum,potential_update_gap_change_shallow_bypasses,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
GAPMST-P32-LKH-same-20de80c52702,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.062042251229286194,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,10,4,7,1,1,1080,1037,48,14,75,0.000183715,0,0,0,0.0,0.006783464,0,0,0,0,0,0,0.0,0.0,64,0.005637187,0,1,1,0,0.011681626,9,9,0,0,0,0,0,0,0,0,0,0,0,0,156,0.0006060369999999999,0.000108603,0,0,0,3.992699999999999e-05
GAPMST-P32-LKH-same-20de80c52702,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.0785231776535511,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,3,1,2,1,1,377,370,29,24,10,0.000124796,0,0,0,0.0,0.00142673,0,0,0,0,0,0,0.0,0.0,64,0.00227963,0,1,1,0,0.014729787,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0588e-05,0.0,0,0,0,7.867e-06
GAPMST-P32-LKH-same-20de80c52702,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.0441698282957077,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,6,2,4,3,1,377,358,29,17,26,0.00012761,0,0,0,0.0,0.001350844,0,0,0,0,0,0,0.0,0.0,64,0.002425,0,1,1,0,0.013558697,4,4,0,0,0,0,0,0,0,0,0,0,0,0,49,0.000183537,3.6973e-05,0,0,0,1.7587e-05
GAPMST-P32-LKH-same-20de80c52702,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.06363277696073055,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.008991105,0,0,0,0,0,0,0.0,0.0,1,0.00021195,0,1,1,0,0.014174359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-same-20de80c52702,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,463.2290942724794,118282.0,117430.62999807068,118282.0,118282.0,118282.0,0.0,716226,232121,486283,1204,1,7874,6991,127,6,1004,0.000806849,0,0,0,0.0,0.344503506,12,0,0,0,0,0,0.0,0.0,64,0.027999725,0,1,1,0,0.074895579,657259,657259,0,0,0,0,0,0,0,0,0,0,0,0,10896627,428.2542569529997,27.378142117999985,0,0,0,3.6323446650001396
GAPMST-P32-LKH-same-20de80c52702,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.0750866923481226,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,9,3,6,2,1,1595,1539,58,23,87,0.000170673,0,0,0,0.0,0.005496219,0,0,0,0,0,0,0.0,0.0,64,0.005139957,0,1,1,0,0.029373338,6,6,0,0,0,0,0,0,0,0,0,0,0,0,76,0.00028941300000000003,6.0566e-05,0,0,0,3.848200000000001e-05
GAPMST-P32-LKH-same-20de80c52702,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.34684641659259796,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.08860177,0,0,0,0,0,0,0.0,0.0,64,0.076656853,0,1,1,0,0.159268839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-same-20de80c52702,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.00818808376789093,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,7.5311e-05,0,0,0,0,0,0,0.0,0.0,1,9.996e-06,0,1,1,0,0.003905725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-same-20de80c52702,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,10.807358216494322,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,18038,5557,12539,7,1,8255,7816,130,14,555,0.000976432,0,0,0,0.0,0.110269123,0,0,0,0,0,0,0.0,0.0,64,0.029893813,0,1,1,0,0.07783627,16836,16836,0,0,0,0,0,0,0,0,0,0,0,0,270441,9.883568881999993,0.5196096630000004,0,0,0,0.09996950199999981
GAPMST-P32-LKH-same-20de80c52702,GAPMST-P32-LKH-same,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,11.54871611110866,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,13209,4073,9174,11,1,11025,10518,150,4,653,0.001242185,0,0,0,0.0,0.17867461,0,0,0,0,0,0,0.0,0.0,64,0.040747566,0,1,1,0,0.179293109,12630,12630,0,0,0,0,0,0,0,0,0,0,0,0,201737,10.50936041400001,0.48351995499999817,0,0,0,0.07986557599999944
