run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_below_minimum,search_node_potential_updates_skipped_gap_above_maximum,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.04649820551276207,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,10,4,7,1,1,1080,1037,48,14,75,0.000336937,0.008047634,0,0,0,0,0,0,0.0,0.0,64,0.007717409,0,1,9,9,0,0,0,0,0,0,0,0,0,0,156,0.0014693460000000003,0.00017677,0,0,0,7.978499999999998e-05
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.0255733635276556,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,3,1,2,1,1,377,370,29,24,10,0.000125248,0.001374034,0,0,0,0,0,0,0.0,0.0,64,0.002273771,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4.0313e-05,0.0,0,0,0,7.748000000000001e-06
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.035852719098329544,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,6,2,4,3,1,377,358,29,17,26,0.000125591,0.001247421,0,0,0,0,0,0,0.0,0.0,64,0.002346752,0,1,4,4,0,0,0,0,0,0,0,0,0,0,49,0.000274841,4.0013e-05,0,0,0,1.8069e-05
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.042700447142124176,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0.008583454,0,0,0,0,0,0,0.0,0.0,1,0.000216108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,534.3761324994266,118282.0,117430.62999807068,118282.0,118282.0,118282.0,0.0,716226,232121,486283,1204,1,7874,6991,127,6,1004,0.000882829,0.331884333,12,0,0,0,0,0,0.0,0.0,64,0.030905414,0,1,657259,657259,0,0,0,0,0,0,0,0,0,0,10896627,496.2641189230122,29.686564514000406,0,0,0,3.7377593999999426
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.05996757186949253,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,9,3,6,2,1,1595,1539,58,23,87,0.000213568,0.012881832,0,0,0,0,0,0,0.0,0.0,64,0.009037131,0,1,6,6,0,0,0,0,0,0,0,0,0,0,76,0.000442507,7.648299999999999e-05,0,0,0,4.662599999999999e-05
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.3159115482121706,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0.055429708,0,0,0,0,0,0,0.0,0.0,64,0.055257162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.009499896317720413,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0.000151222,0,0,0,0,0,0,0.0,0.0,1,1.8097e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,12.60118193924427,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,18038,5557,12539,7,1,8255,7816,130,14,555,0.001098347,0.10825726,0,0,0,0,0,0,0.0,0.0,64,0.029932284,0,1,16836,16836,0,0,0,0,0,0,0,0,0,0,270441,11.600797208000056,0.5740995400000007,0,0,0,0.10427554399999939
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,13.780463594943285,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,13209,4073,9174,11,1,11025,10518,150,4,653,0.001293647,0.139178298,0,0,0,0,0,0,0.0,0.0,64,0.040862869,0,1,12630,12630,0,0,0,0,0,0,0,0,0,0,201737,12.671145851999999,0.5376888759999995,0,0,0,0.08633603900000014
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,14572.88,15780.0,15780.0,14572.88,0.0764968314321927,1332591,360000,,,,,,,,,0.001739708,0.446740629,0,,,,,,,,,0.069088441,,,,,,,,,,,,,,,,1524.536321,187.3323732,,,,19.98983672
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/dantzig42.tsp,ok,0.05334634892642498,699.0,696.959999997658,699.0,699.0,699.0,0.0,9,2,7,3,1,819,796,42,27,35,0.000278069,0.004425251,0,0,0,0,0,0,0.0,0.0,64,0.00588645,0,1,7,7,0,0,0,0,0,0,0,0,0,0,54,0.000378586,5.074e-05,0,0,0,5.4789999999999995e-05
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/national/dj38.tsp,ok,0.022357873618602753,6656.0,6655.999999981781,6656.0,6656.0,6656.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0.002241937,0,0,0,0,0,0,0.0,0.0,1,0.00011513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/eil101.tsp,ok,0.14197679050266743,629.0,627.3329762117957,629.0,629.0,629.0,0.0,78,25,53,1,1,4949,4875,101,47,123,0.000548429,0.052349917,0,0,0,0,0,0,0.0,0.0,64,0.017036977,0,1,67,67,0,0,0,0,0,0,0,0,0,0,1341,0.017072582000000003,0.000590791,0,0,0,0.00019114600000000003
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/eil51.tsp,ok,0.08215422369539738,426.0,422.4399999987474,426.0,426.0,426.0,0.0,155,57,99,19,1,1224,1159,51,7,109,0.000267275,0.00734423,0,0,0,0,0,0,0.0,0.0,64,0.009155648,0,1,142,142,0,0,0,0,0,0,0,0,0,0,2428,0.02051381799999998,0.0010685550000000001,0,0,0,0.00015796500000000015
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/eil76.tsp,ok,0.07397009246051311,538.0,536.969999996869,538.0,538.0,538.0,0.0,5,2,3,6,1,2774,2755,76,61,31,0.000313109,0.01325323,0,0,0,0,0,0,0.0,0.0,64,0.010979918,0,1,4,4,0,0,0,0,0,0,0,0,0,0,45,0.000213542,4.8519e-05,0,0,0,4.295200000000001e-05
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/fri26.tsp,ok,0.02514594793319702,937.0,936.9999999984229,937.0,937.0,937.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0.000638157,0,0,0,0,0,0,0.0,0.0,15,0.000329639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/gr120.tsp,ok,1.5412050317972898,6942.0,6909.959999893309,6942.0,6942.0,6942.0,0.0,2312,786,1540,0,1,7020,6727,120,13,397,0.00074265,0.10311583,0,0,0,0,0,0,0.0,0.0,64,0.025074119,0,1,2162,2162,0,0,0,0,0,0,0,0,0,0,36958,1.2451324130000014,0.0695242349999999,0,0,0,0.0024599519999999966
CPHKMST-P32-LKH-4ad05ce5fb20,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/gr137.tsp,ok,4.431849369779229,69853.0,69113.08999838053,69853.0,69853.0,69853.0,0.0,5882,2016,3888,0,1,9179,8325,137,3,988,0.001082902,0.150276973,0,0,0,0,0,0,0.0,0.0,64,0.031186629,0,1,5326,5326,0,0,0,0,0,0,0,0,0,0,89257,3.785988899999997,0.2829267209999994,0,0,0,0.033082239000000034
