instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P32-no-node-update:status,P32-no-node-update:successful_repeats,P32-no-node-update:result,P33>1%64:status,P33>1%64:successful_repeats,P33>1%64:result,result_match,P32-no-node-update:matches_reference,P33>1%64:matches_reference,P32-no-node-update:wall_vs_Concorde_relative_change,P33>1%64:wall_vs_Concorde_relative_change,P32-no-node-update:wall_seconds,P33>1%64:wall_seconds,relative_change:wall_seconds,P32-no-node-update:branches,P33>1%64:branches,relative_change:branches,P32-no-node-update:nodes_expanded,P33>1%64:nodes_expanded,P32-no-node-update:pruned_by_bound,P33>1%64:pruned_by_bound,P32-no-node-update:pruned_infeasible,P33>1%64:pruned_infeasible,P32-no-node-update:root_potential_iterations,P33>1%64:root_potential_iterations,P32-no-node-update:search_node_potential_update_candidates,P33>1%64:search_node_potential_update_candidates,P32-no-node-update:search_node_potential_updates_triggered,P33>1%64:search_node_potential_updates_triggered,P32-no-node-update:search_node_potential_updates_skipped_total,P33>1%64:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P32-no-node-update:search_node_potential_iterations,P33>1%64:search_node_potential_iterations,P32-no-node-update:search_node_potential_updates_skipped_budget_exhausted,P33>1%64:search_node_potential_updates_skipped_budget_exhausted,P32-no-node-update:search_node_potential_updates_skipped_depth_interval,P33>1%64:search_node_potential_updates_skipped_depth_interval,P32-no-node-update:search_node_potential_updates_skipped_gap_above_maximum,P33>1%64:search_node_potential_updates_skipped_gap_above_maximum,P32-no-node-update:search_node_potential_updates_skipped_gap_below_minimum,P33>1%64:search_node_potential_updates_skipped_gap_below_minimum,P32-no-node-update:search_node_potential_updates_skipped_invalid_state,P33>1%64:search_node_potential_updates_skipped_invalid_state,P32-no-node-update:search_node_potential_updates_skipped_numerically_unsafe,P33>1%64:search_node_potential_updates_skipped_numerically_unsafe,P32-no-node-update:search_node_potential_updates_skipped_strategy_none,P33>1%64:search_node_potential_updates_skipped_strategy_none,P32-no-node-update:search_node_potential_updates_skipped_update_depth_zero,P33>1%64:search_node_potential_updates_skipped_update_depth_zero,P32-no-node-update:search_node_potential_updates_skipped_zero_iteration_limit,P33>1%64:search_node_potential_updates_skipped_zero_iteration_limit,P32-no-node-update:search_node_potential_updates_skipped_zero_violation,P33>1%64:search_node_potential_updates_skipped_zero_violation
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,15.830950435309184,23.78462290886036,0.6545318122953176,0.9638388641178608,0.4725622895820183,132106.0,227840.0,0.7246756392593827,105325.0,178866.0,74055.0,133280.0,751.0,8.0,464.0,364.0,105323.0,178865.0,0.0,10.0,105323.0,178855.0,0.6981570976899631,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178855.0,0.0,0.0,0.0,0.0,105323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,0.11213453968775466,0.25939029398570823,0.03278644196689129,0.03712763637304306,0.13240821954805693,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,934.7870290245222,130.5063751137422,314.47160241007805,44.19276953674853,-0.8594697607095214,23991715.0,4266580.0,-0.8221644430170999,16170127.0,3168334.0,14222938.0,2415153.0,70.0,89132.0,800.0,800.0,16170125.0,3168332.0,0.0,35.0,16170125.0,3168297.0,-0.8040647799568649,0.0,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168293.0,0.0,0.0,0.0,0.0,16170125.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,0.7344312870638139,1.3677364467766377,0.03148417919874191,0.042980220168828964,0.3651370708290984,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,4.544373661058007,3.8908888420935703,0.047227393835783005,0.041660960763692856,-0.11786449812254096,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,1.3860508184499594,1.8926120268015394,0.03236440196633339,0.039235400035977364,0.21230109787881868,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.7241883586737186,2.125100692918336,0.2865523435175419,0.24045640043914318,-0.1608639542519632,125818.0,76397.0,-0.3927975329444118,90001.0,56922.0,74191.0,43131.0,367.0,716.0,334.0,334.0,90000.0,56924.0,0.0,46.0,90000.0,56878.0,-0.36802222222222225,0.0,2848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56876.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,39.08609120287102,27.60842598792194,8.075526660308242,5.763298436999321,-0.2863253779686814,2490722.0,1531203.0,-0.38523729264044726,1672187.0,1039547.0,1488093.0,902908.0,6435.0,2080.0,684.0,684.0,1672185.0,1039545.0,0.0,38.0,1672185.0,1039507.0,-0.37835406967530505,0.0,2432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039506.0,0.0,0.0,0.0,0.0,1672185.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,0.5281977144898384,0.34046212118909547,0.04776328057050705,0.0418956708163023,-0.12284771238740855,44.0,44.0,0.0,36.0,36.0,19.0,19.0,14.0,14.0,100.0,100.0,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,8991.224216157194,1459.6587335897877,836.6655734684318,135.9044044725597,-0.8375642445652899,192614325.0,35118404.0,-0.8176750145660246,146674028.0,25742905.0,115357483.0,20583560.0,7007.0,1070.0,649.0,649.0,146674026.0,25742928.0,0.0,327.0,146674026.0,25742601.0,-0.8244910724684138,0.0,20026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25742596.0,0.0,0.0,0.0,0.0,146674026.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,339.1829393190776,244.3102711105745,40.56192555092275,29.24972361512482,-0.27888720227535124,11756617.0,7879434.0,-0.3297873019083636,8463763.0,5805899.0,6839324.0,4553987.0,3514.0,1495.0,618.0,618.0,8463761.0,5805900.0,0.0,160.0,8463761.0,5805740.0,-0.31404726574864295,0.0,10126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5805739.0,0.0,0.0,0.0,0.0,8463761.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,3251.157744954055,913.6068648180863,458.18990920484066,128.85710633173585,-0.7187692183021683,129214031.0,33956286.0,-0.7372089877762578,90688415.0,23596894.0,77948748.0,20206889.0,1132.0,765.0,778.0,778.0,90688413.0,23596912.0,0.0,468.0,90688413.0,23596444.0,-0.7398075099186046,0.0,29393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23596435.0,0.0,0.0,0.0,0.0,90688413.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.3398964035735665,1.0515132523631263,0.18899686448276043,0.16570373438298702,-0.1232461192598151,348.0,400.0,0.14942528735632177,225.0,260.0,212.0,237.0,3.0,2.0,333.0,333.0,224.0,259.0,0.0,1.0,224.0,258.0,0.1517857142857142,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,7.199388986276112,1.759800088096028,3.593528302386403,1.209531556814909,-0.6634139333168243,660814.0,142542.0,-0.7842933109770677,487141.0,106259.0,383782.0,82460.0,84.0,4.0,341.0,341.0,487140.0,106258.0,0.0,35.0,487140.0,106223.0,-0.7819456419099232,0.0,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106222.0,0.0,0.0,0.0,0.0,487140.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rat99.tsp,ok,1.160699475556612,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-0.5815838767462996,-0.7200874178743142,0.48565537482500076,0.32489438727498055,-0.3310186520800851,91741.0,41977.0,-0.5424401303670114,67911.0,32633.0,52854.0,23491.0,346.0,62.0,400.0,400.0,67910.0,32632.0,0.0,7.0,67910.0,32625.0,-0.519584744514799,0.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32623.0,0.0,0.0,0.0,0.0,67910.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
rd100.tsp,ok,0.0784916877746582,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,25.475888791773233,49.36218511556172,2.078137196600437,3.9530129097402096,0.9021905368937266,525879.0,900262.0,0.711918521180728,350903.0,665615.0,302332.0,516207.0,0.0,59.0,400.0,400.0,350902.0,665614.0,0.0,20.0,350902.0,665594.0,0.8968087956181499,0.0,1256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665594.0,0.0,0.0,0.0,0.0,350902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st70.tsp,ok,0.07140777260065079,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,267.56769779894785,23.8818932149606,19.177821092307568,1.7767605725675821,-0.9073533659524929,8607708.0,610690.0,-0.9290531230845656,5632636.0,440991.0,5120096.0,352940.0,46294.0,2787.0,734.0,734.0,5632634.0,440990.0,0.0,23.0,5632634.0,440967.0,-0.9217121155040431,0.0,1453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440965.0,0.0,0.0,0.0,0.0,5632634.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
swiss42.tsp,ok,0.03386518731713295,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,0.29198348142925834,0.6925546417806403,0.04375326260924339,0.05731867998838425,0.3100435617862929,8.0,8.0,0.0,4.0,4.0,2.0,2.0,6.0,6.0,100.0,100.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ulysses16.tsp,ok,0.03193540312349796,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,0.31024178269484226,1.0104107922053238,0.041843099519610405,0.0642032790929079,0.5343815307663349,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi29.tsp,ok,0.04551754333078861,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,0.08315493955999997,-0.06909890291563481,0.04930255189538002,0.04237233102321625,-0.14056515546841664,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bier127.tsp,ok,0.1989000365138054,118282.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brg180.tsp,ok,0.18208833783864975,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ch130.tsp,ok,0.18499169498682022,6110.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ch150.tsp,ok,0.3328863438218832,6528.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d198.tsp,ok,0.9902167804539204,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,timeout,0,,ok,1,6942.0,,,True,,987.1021503823114,,157.99189675971866,,,33008334.0,,,23632700.0,,19002912.0,,0.0,,400.0,,23632699.0,,12.0,,23632687.0,,,742.0,,0.0,,0.0,,0.0,,23632687.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
kroA150.tsp,ok,0.4707332830876112,26524.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,timeout,0,,ok,1,22141.0,,,True,,4351.319731566049,,798.0482090227306,,,216802450.0,,,153781774.0,,125923739.0,,257746.0,,745.0,,153781772.0,,119.0,,153781653.0,,,7616.0,,0.0,,0.0,,0.0,,153781653.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
kroB150.tsp,ok,0.46501733362674713,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroE100.tsp,ok,0.23537259548902512,22068.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr107.tsp,ok,0.15831930935382843,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr136.tsp,ok,0.5037562884390354,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr144.tsp,ok,0.24983618780970573,58537.0,1.0,timeout,0,,ok,1,58537.0,,,True,,1138.76406090036,,284.7543079778552,,,18417049.0,,,13631139.0,,10568006.0,,507402.0,,400.0,,13631138.0,,159.0,,13630979.0,,,10176.0,,0.0,,0.0,,0.0,,13630979.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
pr152.tsp,ok,0.8909101411700249,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr76.tsp,ok,0.21514095552265644,108159.0,1.0,timeout,0,,ok,1,108159.0,,,True,,2683.959093857029,,577.644664991647,,,128030061.0,,,90290470.0,,77192095.0,,188093.0,,361.0,,90294867.0,,59444.0,,90235423.0,,,3610451.0,,0.0,,0.0,,0.0,,90235419.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0
qa194.tsp,ok,0.48868450708687305,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rat195.tsp,ok,2.86149631254375,2323.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
si175.tsp,ok,1.865148700773716,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u159.tsp,ok,0.12093745544552803,42080.0,1.0,timeout,0,,ok,1,42080.0,,,True,,3387.738163768427,,409.8253706973046,,,20109135.0,,,15271282.0,,11503330.0,,26.0,,800.0,,15271280.0,,41.0,,15271239.0,,,2624.0,,0.0,,0.0,,0.0,,15271238.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0
xqf131.tsp,ok,0.36307481303811073,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
